Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
#516 -120 DALLIMORE CIRC,"Toronto, Ontario M3C4J1",23797002,C5422623,SingleFamily,510000.00,,Apartment,,1,1,,"Hospital,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,25,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Banbury-Don Mills,Condominium/Strata,"$1,613.08 (CAD)",Underground,18 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Hospital, Public Transit",$596.28 (CAD) Monthly,Aa Property Management,1,"{'Flat': {'Kitchen': '2.44 m x 2.44 m', 'Dining room': '3.3 m x 4.88 m', 'Living room': '3.3 m x 4.88 m', 'Primary Bedroom': '3.05 m x 2.9 m'}}"
#821 -55 STEWART ST,"Toronto, Ontario M5V2V1",23834636,C5435406,SingleFamily,1300000.00,,Apartment,,2,3,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,38,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$4,800 (CAD)",Underground,4 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,"Park, Public Transit","$1,091.51 (CAD) Monthly",Royal Grande,1,"{'Main level': {'Kitchen': '4.2 m x 2.5 m', 'Primary Bedroom': '3.9 m x 3.3 m', 'Bedroom 2': '3.3 m x 3 m', 'Den': '3.1 m x 3 m', 'Living room': '6.1 m x 2.9 m', 'Dining room': '6.1 m x 2.9 m', 'Laundry room': '2.3 m x 1 m'}}"
#3 -95C SUMMERHILL AVE,"Toronto, Ontario M4T1B1",23828486,C5433292,SingleFamily,1358000.00,,Row/Townhouse,,3,3,,"Park,PublicTransit,Schools",3,,,,,"Underground,VisitorParking",,,,,,,,,,,,no,,,,yes,33,"Video,Photos",,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Rosedale-Moore Park,Condominium/Strata,"$7,924.83 (CAD)","Underground, Visitor Parking",6 days,3,3,"Ravine, Balcony",,Central air conditioning,Forced air (Electric),,,,"Park, Public Transit, Schools","$1,271.86 (CAD) Monthly",Gpm Property Management,1,"{'Main level': {'Living room': '6.15 m x 4.88 m', 'Dining room': '3.79 m x 3.43 m', 'Kitchen': '3.05 m x 3 m', 'Family room': '3.86 m x 3.94 m'}, 'Lower level': {'Utility room': '1.5 m x 1.52 m'}, 'Upper Level': {'Primary Bedroom': '5.77 m x 6.5 m', 'Bedroom 2': '3.18 m x 3.61 m', 'Bedroom 3': '3.86 m x 5.03 m'}}"
#705 -75 ST.NICHOLAS ST,"Toronto, Ontario M4Y0A5",23809080,C5426746,SingleFamily,750000.00,,Apartment,,1,1,,,,,,,,"Underground,VisitorParking",,,,,,,,,"PartyRoom,Sauna",,,no,,,,yes,22,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$2,716.48 (CAD)","Underground, Visitor Parking",13 days,1,1,Balcony,"Party Room, Sauna",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Indoor pool,,,$402 (CAD) Monthly,First Service Residential,,"{'Flat': {'Living room': '5.95 m x 3.58 m', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': '3.3 m x 2.92 m'}}"
#711 -320 RICHMOND ST E,"Toronto, Ontario M5A1P9",23837183,C5436145,SingleFamily,599900.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,25,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,"$2,658.48 (CAD)",Underground,3 days,1,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,,$526.85 (CAD) Monthly,First Service Residential,1,"{'Flat': {'Living room': '5.3 m x 3.08 m', 'Dining room': '5.3 m x 3.08 m', 'Kitchen': '3.75 m x 2.47 m', 'Primary Bedroom': '2.77 m x 2.74 m', 'Den': '2.47 m x 2.43 m', 'Bathroom': 'Measurements not available'}}"
#2221 -230 QUEENS QUAY W,"Toronto, Ontario M5B1L4",23783478,C5418093,SingleFamily,799900.00,,Apartment,,1,2,,PublicTransit,,,,,,Underground,,,,,,,,,"Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,24,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,658 (CAD)",Underground,22 days,1,1,Balcony,"Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Heat Pump (Natural gas),,Indoor pool,,Public Transit,$568 (CAD) Monthly,Crossbridge Condominium Services,,"{'Flat': {'Living room': '4.71 m x 4.38 m', 'Dining room': 'Measurements not available', 'Kitchen': '2.75 m x 2.67 m', 'Primary Bedroom': '5.2 m x 2.87 m', 'Den': '2.42 m x 2.86 m'}}"
#609 -1461 LAWRENCE AVE W,"Toronto, Ontario",23757322,W5409329,SingleFamily,649900.00,,Apartment,,2,2,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,4,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Maple Leaf,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",32 days,2,2,Balcony,"Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,Community Centre,"Park, Public Transit, Schools",$474 (CAD) Monthly,New,1,"{'Main level': {'Living room': '3.2 m x 7.08 m', 'Bedroom': '3.04 m x 3.27 m', 'Bedroom 2': '2.89 m x 3.04 m'}}"
#1202 -298 JARVIS ST,"Toronto, Ontario M5B2M4",23768409,C5413113,SingleFamily,639000.00,,Apartment,,2,2,CommunityCentre,"PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,24,"Video,FloorPlan",Realvision,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$2,560.15 (CAD)",Underground,27 days,1,2,,"Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,Community Centre,"Public Transit, Schools","$1,154 (CAD) Monthly",T.S.E. Management Services (905) 764-9166,1,"{'Flat': {'Foyer': '2.5 m x 1.6 m', 'Living room': '5.5 m x 5.6 m', 'Dining room': '5.5 m x 5.6 m', 'Kitchen': '2.6 m x 2.7 m', 'Primary Bedroom': '3.7 m x 3.7 m', 'Den': '3.9 m x 2.6 m'}}"
#1111 -25 FOUR WINDS DR,"Toronto, Ontario M3Y1K8",23833884,W5434994,SingleFamily,580000.00,,Apartment,,2,3,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Sauna,Security/Concierge,ExerciseCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,York University Heights,Condominium/Strata,"$1,251.90 (CAD)","Underground, Visitor Parking",4 days,3,2,Balcony,"Storage - Locker, Sauna, Security/Concierge, Exercise Centre",Window air conditioner,Forced air (Natural gas),Brick,Indoor pool,Community Centre,"Park, Public Transit, Schools",$742.72 (CAD) Monthly,Integrity Property Management 905-564-7787,1,"{'Main level': {'Living room': '5.56 m x 3.66 m', 'Dining room': '4.52 m x 3.2 m', 'Kitchen': '4.52 m x 2.3 m', 'Primary Bedroom': '4.47 m x 3.35 m', 'Bedroom 2': '4.47 m x 2.8 m', 'Bedroom 3': '2.81 m x 2.8 m'}}"
#V307 -25 MCMAHON DR,"Toronto, Ontario",23796209,C5422268,SingleFamily,1288900.00,,Row/Townhouse,,3,3,CommunityCentre,"Hospital,Park,PublicTransit",2,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,19,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Bayview Village,Condominium/Strata,$0 (CAD),Underground,18 days,3,3,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,Community Centre,"Hospital, Park, Public Transit",$557.55 (CAD) Monthly,Tbd,1,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bedroom': 'Measurements not available'}, 'Upper Level': {'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available'}}"
#4205 -386 YONGE ST,"Toronto, Ontario M5B0A5",23806930,C5426001,SingleFamily,898000.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,40,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$3,600 (CAD)",Underground,14 days,1,1,Balcony,,Central air conditioning,Forced air (Natural gas),Concrete,,,,$536 (CAD) Monthly,Icc Property Management,1,"{'Flat': {'Living room': '7.2 m x 3.04 m', 'Dining room': '7.2 m x 3.04 m', 'Kitchen': '4.1 m x 3.04 m', 'Primary Bedroom': '3.99 m x 2.81 m', 'Den': '2.43 m x 2.43 m'}}"
#321 -33 MILL ST,"Toronto, Ontario M5A3R3",23832659,C5434806,SingleFamily,659900.00,,Apartment,,1,2,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,34,Video,Youtube,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,"$2,437.94 (CAD)",Underground,5 days,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Outdoor pool,,"Park, Public Transit",$500.63 (CAD) Monthly,Del Property Management 416 364-4823,1,"{'Main level': {'Foyer': '1.06 m x 2 m', 'Den': '2 m x 2.81 m', 'Primary Bedroom': '2.87 m x 2.85 m', 'Kitchen': '2.94 m x 2.87 m', 'Family room': '2.6 m x 3.87 m'}}"
#604 -25 BROADWAY AVE,"Toronto, Ontario M4P1T7",23833708,C5435060,SingleFamily,785000.00,,Apartment,,2,2,CommunityCentre,"PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,26,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,"$3,519.44 (CAD)","Underground, Visitor Parking",4 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,Community Centre,"Public Transit, Schools",$678.06 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Kitchen': '3.55 m x 2.44 m', 'Living room': '6.53 m x 3.55 m', 'Dining room': '6.53 m x 3.55 m', 'Primary Bedroom': '3.78 m x 3.05 m', 'Bedroom 2': '3.36 m x 2.75 m', 'Bathroom': 'Measurements not available', 'Laundry room': 'Measurements not available'}}"
#901 -3220 SHEPPARD AVE E,"Toronto, Ontario M1T3K1",23811732,E5427601,SingleFamily,749000.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,7,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Tam O'Shanter-Sullivan,Condominium/Strata,$0 (CAD),Underground,12 days,2,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Electric),Brick,,,,,Tba,1,"{'Main level': {'Kitchen': '3.05 m x 1.82 m', 'Living room': '3.65 m x 3.65 m', 'Dining room': '3.65 m x 3.65 m', 'Primary Bedroom': '3.65 m x 3.05 m', 'Bedroom 2': '3.05 m x 3.05 m'}}"
#2307 -219 DUNDAS ST E,"Toronto, Ontario M5A0V1",23806091,C5425706,SingleFamily,1038800.00,,Apartment,,2,3,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,28,Map,,Toronto,Ontario,no,no,no,no,no,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",14 days,3,2,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,Community Centre,"Park, Public Transit, Schools",$617.27 (CAD) Monthly,Menres Property Management 416.777.9296,1,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available', 'Bedroom 3': 'Measurements not available'}}"
#225 -700 HUMBERWOOD BLVD,"Toronto, Ontario M9W7J4",23839533,W5436929,SingleFamily,529955.00,,Apartment,,1,2,,"Hospital,Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre",,,no,,,,yes,17,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,West Humber-Clairville,Condominium/Strata,"$1,644 (CAD)",Underground,3 days,2,1,Conservation/green belt,"Storage - Locker, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,,"Hospital, Park, Public Transit, Schools",$485.38 (CAD) Monthly,Gpm Property Management,1,"{'Main level': {'Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available', 'Great room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Bathroom': 'Measurements not available'}}"
#PH01 -1 MASSEY SQ,"Toronto, Ontario M4C5L4",23760219,E5410541,SingleFamily,489900.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,"Security/Concierge,Sauna,ExerciseCentre,RecreationCentre",,,no,,,,yes,13,Video,Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Crescent Town,Condominium/Strata,"$1,093 (CAD)",Underground,31 days,2,1,Balcony,"Security/Concierge, Sauna, Exercise Centre, Recreation Centre",,Radiant heat (Electric),Brick,Indoor pool,,,$768.77 (CAD) Monthly,York Condominium Corporation,1,"{'Flat': {'Living room': '6.26 m x 4.3 m', 'Dining room': '3 m x 2.44 m', 'Kitchen': '3.2 m x 2.44 m', 'Primary Bedroom': '5.03 m x 3.9 m', 'Bedroom': '4.01 m x 3.25 m'}}"
#1 -58-A TECUMSETH ST,"Toronto, Ontario M5V2R8",23835293,C5435481,SingleFamily,1429000.00,,Row/Townhouse,,3,2,,,,,,,,"Garage,VisitorParking",,,,,,,,,,,,no,,,,yes,22,"Video,Brochure",,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Niagara,Condominium/Strata,"$5,780 (CAD)","Garage, Visitor Parking",4 days,2,3,,,Central air conditioning,Forced air (Natural gas),Brick,,,,$410 (CAD) Monthly,Self Managed,1,"{'Second level': {'Great room': '19 m x 15 m'}, 'Third level': {'Primary Bedroom': '16 m x 13 m'}, 'Upper Level': {'Bedroom 2': '15 m x 13 m', 'Library': 'Measurements not available', 'Other': 'Measurements not available'}}"
#703 -5 FRITH RD,"Toronto, Ontario M3N2L5",23821041,W5430619,SingleFamily,419900.00,,Apartment,,1,2,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,CarWash,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,19,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Glenfield-Jane Heights,Condominium/Strata,$971.51 (CAD),"Underground, Visitor Parking",10 days,2,1,Balcony,"Storage - Locker, Car Wash, Party Room, Sauna, Exercise Centre",Wall unit,Baseboard heaters (Natural gas),Brick,Outdoor pool,Community Centre,"Park, Public Transit, Schools",$845 (CAD) Monthly,Berkley Property Management,1,"{'Main level': {'Living room': '5.15 m x 3.5 m', 'Dining room': '3.35 m x 2.3 m', 'Kitchen': '4.9 m x 2.4 m', 'Primary Bedroom': '5 m x 3.25 m', 'Bedroom 2': '4 m x 3.9 m', 'Laundry room': '1.6 m x 1.5 m'}}"
#2211 -225 SACKVILLE ST,"Toronto, Ontario M5A3H1",23810472,C5427025,SingleFamily,499000.00,,Apartment,,1,0,,"Park,PublicTransit,Schools",,,,,,VisitorParking,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Regent Park,Condominium/Strata,"$1,332 (CAD)",Visitor Parking,13 days,,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,,,,,"Park, Public Transit, Schools",$312.70 (CAD) Monthly,Del Property Management,,"{'Flat': {'Living room': '4.45 m x 2.69 m', 'Dining room': '4.45 m x 2.69 m', 'Kitchen': 'Measurements not available', 'Bathroom': 'Measurements not available'}}"
#TH4 -39 ANNIE CRAIG DR,"Toronto, Ontario M8V0C5",23794083,W5421739,SingleFamily,1519900.00,,Apartment,,3,3,,"Park,PublicTransit",2,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,29,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Mimico,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",19 days,2,3,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,,Concrete,,,"Park, Public Transit",,N/A,1,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available'}, 'Second level': {'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available', 'Study': 'Measurements not available'}}"
#713 -7 SMITH CRES,"Toronto, Ontario M8Z1N5",23766437,W5412436,SingleFamily,721900.00,,Apartment,,1,2,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,4,"Video,Brochure",,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Stonegate-Queensway,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",28 days,2,1,Balcony,"Party Room, Exercise Centre, Recreation Centre",Central air conditioning,,Brick,,,"Park, Public Transit, Schools",$428.13 (CAD) Monthly,Tbd,,"{'Main level': {'Kitchen': 'Measurements not available', 'Dining room': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available', 'Living room': 'Measurements not available'}}"
#138 -251 MANITOBA ST,"Toronto, Ontario M8Y0B3",23754443,W5408388,SingleFamily,725000.00,,Row/Townhouse,,2,2,,,2,,,,,Underground,,,,,,,,,,,,no,,,,yes,7,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Row / Townhouse,Mimico,Condominium/Strata,$0 (CAD),Underground,32 days,1,2,Balcony,,Central air conditioning,Forced air (Natural gas),Concrete,,,,$0.54 (CAD) Monthly,Duka Property Management,1,{}
#2904 -1 KING ST W,"Toronto, Ontario M5H1A2",23767395,C5412739,SingleFamily,518000.00,,Apartment,,1,1,,PublicTransit,,,,,,Underground,,,,,,,,,"Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,18,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$2,187 (CAD)",Underground,27 days,1,1,,"Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,Public Transit,$773.96 (CAD) Monthly,Y. L. Hendler Ltd  416-548-8219,,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bedroom': 'Measurements not available'}}"
#910 -20 JOE SHUSTER WAY,"Toronto, Ontario M6K0A3",23783190,C5417985,SingleFamily,629990.00,,Apartment,,1,2,,"Hospital,Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre",,,no,,,,yes,33,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Niagara,Condominium/Strata,"$2,075 (CAD)","Underground, Visitor Parking",23 days,2,1,Balcony,"Storage - Locker, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,,"Hospital, Park, Public Transit",$560.59 (CAD) Monthly,Goldview Property Management,1,"{'Flat': {'Living room': '7.46 m x 3.78 m', 'Dining room': '7.46 m x 3.78 m', 'Kitchen': '7.46 m x 3.78 m', 'Primary Bedroom': '3.35 m x 3.31 m', 'Bedroom 2': '3.04 m x 2.86 m'}}"
N/A,N/A,23759365,C5410124,SingleFamily,799000.00,,Row/Townhouse,,2,2,,"Hospital,Park,PublicTransit,Schools",2,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,CarWash,Security/Concierge",,,no,,,,yes,17,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Mount Pleasant West,Condominium/Strata,"$2,700.68 (CAD)","Underground, Visitor Parking",31 days,2,2,Balcony,"Storage - Locker, Car Wash, Security/Concierge",Central air conditioning,Forced air (Natural gas),Brick,,,"Hospital, Park, Public Transit, Schools",$667.43 (CAD) Monthly,Crossbridge,1,"{'Main level': {'Kitchen': '2.56 m x 2.3 m', 'Living room': '5.82 m x 4.71 m', 'Dining room': '5.82 m x 4.71 m'}, 'Second level': {'Bedroom': '3.4 m x 2.96 m', 'Bedroom 2': '2.77 m x 2.56 m'}}"
#401 -1420 DUPONT ST,"Toronto, Ontario M6H0C2",23769920,W5413577,SingleFamily,565000.00,,Apartment,,1,2,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"PartyRoom,Security/Concierge,ExerciseCentre",,,no,,,,yes,21,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Dovercourt-Wallace Emerson-Junction,Condominium/Strata,"$1,716.95 (CAD)","Underground, Visitor Parking",27 days,1,1,Balcony,"Party Room, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,"Park, Public Transit, Schools",$405.34 (CAD) Monthly,Crossbridge Condominium Services Ltd.,1,"{'Main level': {'Living room': '2.97 m x 2.97 m', 'Kitchen': '3.29 m x 1.74 m', 'Bedroom': '3.26 m x 3.29 m', 'Den': '1.81 m x 2.46 m', 'Dining room': '2.97 m x 2.13 m', 'Bathroom': '1.78 m x 2.63 m'}}"
#2906 -300 BLOOR ST E,"Toronto, Ontario M4W3Y2",23830259,C5433757,SingleFamily,1328000.00,,Apartment,,2,2,,Park,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,40,"Video,Photos",,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Rosedale-Moore Park,Condominium/Strata,"$4,362.64 (CAD)","Underground, Visitor Parking",5 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,Park,$951.20 (CAD) Monthly,Del Property Mgmnt 416-323-3399,1,"{'Flat': {'Foyer': '2.39 m x 2.34 m'}, 'Other': {'Living room': '4.67 m x 4.32 m', 'Dining room': '4.62 m x 3.76 m', 'Kitchen': '2.69 m x 2.32 m', 'Bedroom': '3.84 m x 3.53 m', 'Bedroom 2': '3.45 m x 3.19 m'}}"
